PANEL,NAME,SECTION,X_MM,Y_MM,Z_MM,FITS_BED,PIECES_IN_FILE,CLASS_A_UP,PLACE_RX,PLACE_RY,PLACE_RZ,PLACE_X_MM,PLACE_Y_MM,PLACE_Z_MM,WHAT_IS_MISSING,FILE
P04,FRONT_FENDER_R,s29c,42.1,17.2,12.1,yes,1,yes,90.0,-0.0,0.0,0.0,-911.8,-0.0,"mirror of P03, same note",03_PRINT/shape_only/P04_FRONT_FENDER_R_s29c.stl
P04,FRONT_FENDER_R,s30,74.5,272.5,30.2,yes,1,yes,-0.0,-0.0,-0.0,0.0,0.0,636.1,"mirror of P03, same note",03_PRINT/shape_only/P04_FRONT_FENDER_R_s30.stl
P04,FRONT_FENDER_R,s31,307.9,274.1,195.5,yes,1,yes,-0.0,-0.0,-0.0,0.0,0.0,655.3,"mirror of P03, same note",03_PRINT/shape_only/P04_FRONT_FENDER_R_s31.stl
P04,FRONT_FENDER_R,s31b,17.4,25.7,12.1,yes,1,yes,180.0,-90.0,0.0,374.4,-0.0,-0.0,"mirror of P03, same note",03_PRINT/shape_only/P04_FRONT_FENDER_R_s31b.stl
P04,FRONT_FENDER_R,s31c,17.1,21.7,12.0,yes,1,yes,180.0,-90.0,0.0,374.3,-0.0,-0.0,"mirror of P03, same note",03_PRINT/shape_only/P04_FRONT_FENDER_R_s31c.stl
P04,FRONT_FENDER_R,s32,156.7,73.1,72.8,yes,1,yes,-180.0,-0.0,-0.0,0.0,-0.0,204.0,"mirror of P03, same note",03_PRINT/shape_only/P04_FRONT_FENDER_R_s32.stl
P04,FRONT_FENDER_R,s33,31.0,15.9,13.5,yes,1,yes,-180.0,-0.0,-0.0,0.0,-0.0,134.3,"mirror of P03, same note",03_PRINT/shape_only/P04_FRONT_FENDER_R_s33.stl
P04,FRONT_FENDER_R,s34,133.9,274.5,121.9,yes,1,yes,0.0,-90.0,0.0,655.0,0.0,0.0,"mirror of P03, same note",03_PRINT/shape_only/P04_FRONT_FENDER_R_s34.stl
P04,FRONT_FENDER_R,s35,90.9,143.4,55.2,yes,1,yes,-0.0,-0.0,-0.0,0.0,0.0,620.2,"mirror of P03, same note",03_PRINT/shape_only/P04_FRONT_FENDER_R_s35.stl
P04,FRONT_FENDER_R,s35b,25.0,33.4,18.4,yes,1,yes,-0.0,-0.0,-0.0,0.0,0.0,654.4,"mirror of P03, same note",03_PRINT/shape_only/P04_FRONT_FENDER_R_s35b.stl
P04,FRONT_FENDER_R,s35c,26.8,21.1,13.2,yes,1,yes,-0.0,-0.0,-0.0,0.0,0.0,660.0,"mirror of P03, same note",03_PRINT/shape_only/P04_FRONT_FENDER_R_s35c.stl
P04,FRONT_FENDER_R,s36,290.8,291.5,182.0,yes,1,yes,-0.0,-0.0,-0.0,0.0,0.0,652.3,"mirror of P03, same note",03_PRINT/shape_only/P04_FRONT_FENDER_R_s36.stl
P04,FRONT_FENDER_R,s37,289.5,289.2,238.0,yes,1,yes,90.0,-0.0,0.0,0.0,-650.4,-0.0,"mirror of P03, same note",03_PRINT/shape_only/P04_FRONT_FENDER_R_s37.stl
P04,FRONT_FENDER_R,s38,93.4,39.7,6.9,yes,1,yes,-180.0,-0.0,-0.0,0.0,-0.0,408.1,"mirror of P03, same note",03_PRINT/shape_only/P04_FRONT_FENDER_R_s38.stl
P04,FRONT_FENDER_R,s39,290.9,287.6,244.8,yes,1,yes,90.0,-0.0,0.0,0.0,-650.9,-0.0,"mirror of P03, same note",03_PRINT/shape_only/P04_FRONT_FENDER_R_s39.stl
P04,FRONT_FENDER_R,s39b,29.9,28.3,10.3,yes,1,yes,-0.0,-0.0,-0.0,0.0,0.0,665.7,"mirror of P03, same note",03_PRINT/shape_only/P04_FRONT_FENDER_R_s39b.stl
P04,FRONT_FENDER_R,s40,248.6,220.8,132.7,yes,1,yes,-0.0,-0.0,-0.0,0.0,0.0,654.0,"mirror of P03, same note",03_PRINT/shape_only/P04_FRONT_FENDER_R_s40.stl
P09,DOOR_SKIN_L,s01,269.7,290.4,168.2,yes,1,yes,-90.0,-0.0,-0.0,0.0,733.2,-0.0,outer form ours; the inner face is currently just the outer offset by the wall and is NOT the OEM door skin. Carries a 30 mm TRIM ALLOWANCE past both shut lines (overlaps P03 and P15). Fit and bond surface come from the scan.,03_PRINT/shape_only/P09_DOOR_SKIN_L_s01.stl
P09,DOOR_SKIN_L,s02,200.8,52.4,13.0,yes,1,yes,-180.0,-0.0,-0.0,0.0,-0.0,618.8,outer form ours; the inner face is currently just the outer offset by the wall and is NOT the OEM door skin. Carries a 30 mm TRIM ALLOWANCE past both shut lines (overlaps P03 and P15). Fit and bond surface come from the scan.,03_PRINT/shape_only/P09_DOOR_SKIN_L_s02.stl
P09,DOOR_SKIN_L,s03,269.7,265.0,209.0,yes,1,yes,-90.0,-0.0,-0.0,0.0,693.6,-0.0,outer form ours; the inner face is currently just the outer offset by the wall and is NOT the OEM door skin. Carries a 30 mm TRIM ALLOWANCE past both shut lines (overlaps P03 and P15). Fit and bond surface come from the scan.,03_PRINT/shape_only/P09_DOOR_SKIN_L_s03.stl
P09,DOOR_SKIN_L,s04,270.7,280.8,142.8,yes,1,yes,-90.0,-0.0,-0.0,0.0,702.6,-0.0,outer form ours; the inner face is currently just the outer offset by the wall and is NOT the OEM door skin. Carries a 30 mm TRIM ALLOWANCE past both shut lines (overlaps P03 and P15). Fit and bond surface come from the scan.,03_PRINT/shape_only/P09_DOOR_SKIN_L_s04.stl
P09,DOOR_SKIN_L,s04b,20.6,12.8,6.2,yes,1,yes,-90.0,-0.0,-0.0,0.0,812.6,-0.0,outer form ours; the inner face is currently just the outer offset by the wall and is NOT the OEM door skin. Carries a 30 mm TRIM ALLOWANCE past both shut lines (overlaps P03 and P15). Fit and bond surface come from the scan.,03_PRINT/shape_only/P09_DOOR_SKIN_L_s04b.stl
P09,DOOR_SKIN_L,s04c,67.6,17.2,14.8,yes,1,yes,-90.0,-0.0,-0.0,0.0,814.9,-0.0,outer form ours; the inner face is currently just the outer offset by the wall and is NOT the OEM door skin. Carries a 30 mm TRIM ALLOWANCE past both shut lines (overlaps P03 and P15). Fit and bond surface come from the scan.,03_PRINT/shape_only/P09_DOOR_SKIN_L_s04c.stl
P09,DOOR_SKIN_L,s04d,65.3,18.3,15.2,yes,1,yes,-180.0,-0.0,-0.0,0.0,-0.0,619.2,outer form ours; the inner face is currently just the outer offset by the wall and is NOT the OEM door skin. Carries a 30 mm TRIM ALLOWANCE past both shut lines (overlaps P03 and P15). Fit and bond surface come from the scan.,03_PRINT/shape_only/P09_DOOR_SKIN_L_s04d.stl
P09,DOOR_SKIN_L,s04e,67.0,18.8,8.3,yes,1,yes,-90.0,-0.0,-0.0,0.0,812.2,-0.0,outer form ours; the inner face is currently just the outer offset by the wall and is NOT the OEM door skin. Carries a 30 mm TRIM ALLOWANCE past both shut lines (overlaps P03 and P15). Fit and bond surface come from the scan.,03_PRINT/shape_only/P09_DOOR_SKIN_L_s04e.stl
P09,DOOR_SKIN_L,s04f,18.8,13.2,9.2,yes,1,yes,-90.0,-0.0,-0.0,0.0,835.1,-0.0,outer form ours; the inner face is currently just the outer offset by the wall and is NOT the OEM door skin. Carries a 30 mm TRIM ALLOWANCE past both shut lines (overlaps P03 and P15). Fit and bond surface come from the scan.,03_PRINT/shape_only/P09_DOOR_SKIN_L_s04f.stl
P09,DOOR_SKIN_L,s05,270.6,243.6,150.0,yes,1,yes,-90.0,-0.0,-0.0,0.0,696.2,-0.0,outer form ours; the inner face is currently just the outer offset by the wall and is NOT the OEM door skin. Carries a 30 mm TRIM ALLOWANCE past both shut lines (overlaps P03 and P15). Fit and bond surface come from the scan.,03_PRINT/shape_only/P09_DOOR_SKIN_L_s05.stl
P09,DOOR_SKIN_L,s06,270.4,281.1,143.4,yes,1,yes,-90.0,-0.0,-0.0,0.0,705.8,-0.0,outer form ours; the inner face is currently just the outer offset by the wall and is NOT the OEM door skin. Carries a 30 mm TRIM ALLOWANCE past both shut lines (overlaps P03 and P15). Fit and bond surface come from the scan.,03_PRINT/shape_only/P09_DOOR_SKIN_L_s06.stl
P09,DOOR_SKIN_L,s06b,169.4,28.7,15.2,yes,1,yes,-0.0,-0.0,-0.0,0.0,0.0,603.3,outer form ours; the inner face is currently just the outer offset by the wall and is NOT the OEM door skin. Carries a 30 mm TRIM ALLOWANCE past both shut lines (overlaps P03 and P15). Fit and bond surface come from the scan.,03_PRINT/shape_only/P09_DOOR_SKIN_L_s06b.stl
P09,DOOR_SKIN_L,s06c,67.2,13.9,13.6,yes,1,yes,-90.0,-0.0,-0.0,0.0,810.6,-0.0,outer form ours; the inner face is currently just the outer offset by the wall and is NOT the OEM door skin. Carries a 30 mm TRIM ALLOWANCE past both shut lines (overlaps P03 and P15). Fit and bond surface come from the scan.,03_PRINT/shape_only/P09_DOOR_SKIN_L_s06c.stl
P09,DOOR_SKIN_L,s07,270.4,249.5,155.0,yes,1,yes,-90.0,-0.0,-0.0,0.0,693.1,-0.0,outer form ours; the inner face is currently just the outer offset by the wall and is NOT the OEM door skin. Carries a 30 mm TRIM ALLOWANCE past both shut lines (overlaps P03 and P15). Fit and bond surface come from the scan.,03_PRINT/shape_only/P09_DOOR_SKIN_L_s07.stl
P09,DOOR_SKIN_L,s08,270.2,288.5,132.6,yes,1,yes,-90.0,-0.0,-0.0,0.0,735.2,-0.0,outer form ours; the inner face is currently just the outer offset by the wall and is NOT the OEM door skin. Carries a 30 mm TRIM ALLOWANCE past both shut lines (overlaps P03 and P15). Fit and bond surface come from the scan.,03_PRINT/shape_only/P09_DOOR_SKIN_L_s08.stl
P09,DOOR_SKIN_L,s09,269.9,255.9,170.3,yes,1,yes,-90.0,-0.0,-0.0,0.0,697.0,-0.0,outer form ours; the inner face is currently just the outer offset by the wall and is NOT the OEM door skin. Carries a 30 mm TRIM ALLOWANCE past both shut lines (overlaps P03 and P15). Fit and bond surface come from the scan.,03_PRINT/shape_only/P09_DOOR_SKIN_L_s09.stl
P09,DOOR_SKIN_L,s10,249.9,288.4,137.2,yes,1,yes,-90.0,-0.0,-0.0,0.0,740.9,-0.0,outer form ours; the inner face is currently just the outer offset by the wall and is NOT the OEM door skin. Carries a 30 mm TRIM ALLOWANCE past both shut lines (overlaps P03 and P15). Fit and bond surface come from the scan.,03_PRINT/shape_only/P09_DOOR_SKIN_L_s10.stl
P09,DOOR_SKIN_L,s11,248.6,269.5,175.8,yes,1,yes,-90.0,-0.0,-0.0,0.0,698.8,-0.0,outer form ours; the inner face is currently just the outer offset by the wall and is NOT the OEM door skin. Carries a 30 mm TRIM ALLOWANCE past both shut lines (overlaps P03 and P15). Fit and bond surface come from the scan.,03_PRINT/shape_only/P09_DOOR_SKIN_L_s11.stl
P10,DOOR_SKIN_R,s01,269.7,290.4,168.2,yes,1,yes,90.0,-0.0,0.0,0.0,-733.2,-0.0,"mirror of P09, same note",03_PRINT/shape_only/P10_DOOR_SKIN_R_s01.stl
P10,DOOR_SKIN_R,s02,200.8,52.4,13.0,yes,1,yes,-180.0,-0.0,-0.0,0.0,-0.0,618.8,"mirror of P09, same note",03_PRINT/shape_only/P10_DOOR_SKIN_R_s02.stl
P10,DOOR_SKIN_R,s03,269.7,265.0,209.0,yes,1,yes,90.0,-0.0,0.0,0.0,-693.6,-0.0,"mirror of P09, same note",03_PRINT/shape_only/P10_DOOR_SKIN_R_s03.stl
P10,DOOR_SKIN_R,s04,270.7,280.8,142.8,yes,1,yes,90.0,-0.0,0.0,0.0,-702.6,-0.0,"mirror of P09, same note",03_PRINT/shape_only/P10_DOOR_SKIN_R_s04.stl
P10,DOOR_SKIN_R,s04b,20.6,12.8,6.2,yes,1,yes,90.0,-0.0,0.0,0.0,-812.6,-0.0,"mirror of P09, same note",03_PRINT/shape_only/P10_DOOR_SKIN_R_s04b.stl
P10,DOOR_SKIN_R,s04c,67.6,17.2,14.8,yes,1,yes,90.0,-0.0,0.0,0.0,-814.9,-0.0,"mirror of P09, same note",03_PRINT/shape_only/P10_DOOR_SKIN_R_s04c.stl
P10,DOOR_SKIN_R,s04d,65.3,18.3,15.2,yes,1,yes,-180.0,-0.0,-0.0,0.0,-0.0,619.2,"mirror of P09, same note",03_PRINT/shape_only/P10_DOOR_SKIN_R_s04d.stl
P10,DOOR_SKIN_R,s04e,67.0,18.8,8.3,yes,1,yes,90.0,-0.0,0.0,0.0,-812.2,-0.0,"mirror of P09, same note",03_PRINT/shape_only/P10_DOOR_SKIN_R_s04e.stl
P10,DOOR_SKIN_R,s04f,18.8,13.2,9.2,yes,1,yes,90.0,-0.0,0.0,0.0,-835.1,-0.0,"mirror of P09, same note",03_PRINT/shape_only/P10_DOOR_SKIN_R_s04f.stl
P10,DOOR_SKIN_R,s05,270.6,243.6,150.0,yes,1,yes,90.0,-0.0,0.0,0.0,-696.2,-0.0,"mirror of P09, same note",03_PRINT/shape_only/P10_DOOR_SKIN_R_s05.stl
P10,DOOR_SKIN_R,s06,270.4,281.1,143.4,yes,1,yes,90.0,-0.0,0.0,0.0,-705.8,-0.0,"mirror of P09, same note",03_PRINT/shape_only/P10_DOOR_SKIN_R_s06.stl
P10,DOOR_SKIN_R,s06b,169.4,28.7,15.2,yes,1,yes,-0.0,-0.0,-0.0,0.0,0.0,603.3,"mirror of P09, same note",03_PRINT/shape_only/P10_DOOR_SKIN_R_s06b.stl
P10,DOOR_SKIN_R,s06c,67.2,13.9,13.6,yes,1,yes,90.0,-0.0,0.0,0.0,-810.6,-0.0,"mirror of P09, same note",03_PRINT/shape_only/P10_DOOR_SKIN_R_s06c.stl
P10,DOOR_SKIN_R,s07,270.4,249.5,155.0,yes,1,yes,90.0,-0.0,0.0,0.0,-693.1,-0.0,"mirror of P09, same note",03_PRINT/shape_only/P10_DOOR_SKIN_R_s07.stl
P10,DOOR_SKIN_R,s08,270.2,288.5,132.6,yes,1,yes,90.0,-0.0,0.0,0.0,-735.2,-0.0,"mirror of P09, same note",03_PRINT/shape_only/P10_DOOR_SKIN_R_s08.stl
P10,DOOR_SKIN_R,s09,269.9,255.9,170.3,yes,1,yes,90.0,-0.0,0.0,0.0,-697.0,-0.0,"mirror of P09, same note",03_PRINT/shape_only/P10_DOOR_SKIN_R_s09.stl
P10,DOOR_SKIN_R,s10,249.9,288.4,137.2,yes,1,yes,90.0,-0.0,0.0,0.0,-740.9,-0.0,"mirror of P09, same note",03_PRINT/shape_only/P10_DOOR_SKIN_R_s10.stl
P10,DOOR_SKIN_R,s11,248.6,269.5,175.8,yes,1,yes,90.0,-0.0,0.0,0.0,-698.8,-0.0,"mirror of P09, same note",03_PRINT/shape_only/P10_DOOR_SKIN_R_s11.stl
P15,REAR_HAUNCH_L,s01,301.0,221.7,96.1,yes,1,yes,-90.0,-0.0,-0.0,0.0,615.6,-0.0,"outer form ours; overlay on the welded quarter, inner face provisional as P09. Carries a 30 mm TRIM ALLOWANCE past the rear shut line (overlaps P09).",03_PRINT/shape_only/P15_REAR_HAUNCH_L_s01.stl
P15,REAR_HAUNCH_L,s02,68.1,41.4,14.1,yes,1,yes,-90.0,-0.0,-0.0,0.0,696.2,-0.0,"outer form ours; overlay on the welded quarter, inner face provisional as P09. Carries a 30 mm TRIM ALLOWANCE past the rear shut line (overlaps P09).",03_PRINT/shape_only/P15_REAR_HAUNCH_L_s02.stl
P15,REAR_HAUNCH_L,s03,300.1,301.7,159.0,yes,1,yes,-90.0,-0.0,-0.0,0.0,765.9,-0.0,"outer form ours; overlay on the welded quarter, inner face provisional as P09. Carries a 30 mm TRIM ALLOWANCE past the rear shut line (overlaps P09).",03_PRINT/shape_only/P15_REAR_HAUNCH_L_s03.stl
P15,REAR_HAUNCH_L,s03b,69.5,67.7,18.2,yes,1,yes,-0.0,-0.0,-0.0,0.0,0.0,618.1,"outer form ours; overlay on the welded quarter, inner face provisional as P09. Carries a 30 mm TRIM ALLOWANCE past the rear shut line (overlaps P09).",03_PRINT/shape_only/P15_REAR_HAUNCH_L_s03b.stl
P15,REAR_HAUNCH_L,s04,68.6,51.6,16.2,yes,1,yes,-0.0,-0.0,-0.0,0.0,0.0,620.6,"outer form ours; overlay on the welded quarter, inner face provisional as P09. Carries a 30 mm TRIM ALLOWANCE past the rear shut line (overlaps P09).",03_PRINT/shape_only/P15_REAR_HAUNCH_L_s04.stl
P15,REAR_HAUNCH_L,s05,68.9,69.7,13.8,yes,1,yes,-0.0,-0.0,-0.0,0.0,0.0,622.7,"outer form ours; overlay on the welded quarter, inner face provisional as P09. Carries a 30 mm TRIM ALLOWANCE past the rear shut line (overlaps P09).",03_PRINT/shape_only/P15_REAR_HAUNCH_L_s05.stl
P15,REAR_HAUNCH_L,s06,65.1,28.2,15.8,yes,1,yes,-0.0,-0.0,-0.0,0.0,0.0,621.4,"outer form ours; overlay on the welded quarter, inner face provisional as P09. Carries a 30 mm TRIM ALLOWANCE past the rear shut line (overlaps P09).",03_PRINT/shape_only/P15_REAR_HAUNCH_L_s06.stl
P15,REAR_HAUNCH_L,s07,20.2,17.0,13.1,yes,1,yes,-90.0,-0.0,-0.0,0.0,909.9,-0.0,"outer form ours; overlay on the welded quarter, inner face provisional as P09. Carries a 30 mm TRIM ALLOWANCE past the rear shut line (overlaps P09).",03_PRINT/shape_only/P15_REAR_HAUNCH_L_s07.stl
P15,REAR_HAUNCH_L,s08,68.0,59.4,7.6,yes,1,yes,-0.0,-0.0,-0.0,0.0,0.0,628.6,"outer form ours; overlay on the welded quarter, inner face provisional as P09. Carries a 30 mm TRIM ALLOWANCE past the rear shut line (overlaps P09).",03_PRINT/shape_only/P15_REAR_HAUNCH_L_s08.stl
P15,REAR_HAUNCH_L,s09,301.0,281.3,235.9,yes,1,yes,-90.0,-0.0,-0.0,0.0,687.9,-0.0,"outer form ours; overlay on the welded quarter, inner face provisional as P09. Carries a 30 mm TRIM ALLOWANCE past the rear shut line (overlaps P09).",03_PRINT/shape_only/P15_REAR_HAUNCH_L_s09.stl
P15,REAR_HAUNCH_L,s10,153.6,134.8,41.2,yes,1,yes,-0.0,-0.0,-0.0,0.0,0.0,659.9,"outer form ours; overlay on the welded quarter, inner face provisional as P09. Carries a 30 mm TRIM ALLOWANCE past the rear shut line (overlaps P09).",03_PRINT/shape_only/P15_REAR_HAUNCH_L_s10.stl
P15,REAR_HAUNCH_L,s11,113.6,55.4,21.8,yes,1,yes,-90.0,-0.0,-0.0,0.0,688.4,-0.0,"outer form ours; overlay on the welded quarter, inner face provisional as P09. Carries a 30 mm TRIM ALLOWANCE past the rear shut line (overlaps P09).",03_PRINT/shape_only/P15_REAR_HAUNCH_L_s11.stl
P15,REAR_HAUNCH_L,s12,48.4,41.0,5.1,yes,1,yes,-90.0,-0.0,-0.0,0.0,919.9,-0.0,"outer form ours; overlay on the welded quarter, inner face provisional as P09. Carries a 30 mm TRIM ALLOWANCE past the rear shut line (overlaps P09).",03_PRINT/shape_only/P15_REAR_HAUNCH_L_s12.stl
P15,REAR_HAUNCH_L,s13,28.6,15.9,12.7,yes,1,yes,-90.0,-0.0,-0.0,0.0,911.4,-0.0,"outer form ours; overlay on the welded quarter, inner face provisional as P09. Carries a 30 mm TRIM ALLOWANCE past the rear shut line (overlaps P09).",03_PRINT/shape_only/P15_REAR_HAUNCH_L_s13.stl
P15,REAR_HAUNCH_L,s14,300.6,280.6,234.0,yes,1,yes,-90.0,-0.0,-0.0,0.0,691.0,-0.0,"outer form ours; overlay on the welded quarter, inner face provisional as P09. Carries a 30 mm TRIM ALLOWANCE past the rear shut line (overlaps P09).",03_PRINT/shape_only/P15_REAR_HAUNCH_L_s14.stl
P15,REAR_HAUNCH_L,s15,153.6,221.4,37.5,yes,1,yes,-0.0,-0.0,-0.0,0.0,0.0,663.6,"outer form ours; overlay on the welded quarter, inner face provisional as P09. Carries a 30 mm TRIM ALLOWANCE past the rear shut line (overlaps P09).",03_PRINT/shape_only/P15_REAR_HAUNCH_L_s15.stl
P15,REAR_HAUNCH_L,s16,140.0,134.8,25.6,yes,1,yes,-0.0,-0.0,-0.0,0.0,0.0,676.9,"outer form ours; overlay on the welded quarter, inner face provisional as P09. Carries a 30 mm TRIM ALLOWANCE past the rear shut line (overlaps P09).",03_PRINT/shape_only/P15_REAR_HAUNCH_L_s16.stl
P15,REAR_HAUNCH_L,s17,300.3,201.3,196.7,yes,1,yes,-90.0,-0.0,-0.0,0.0,726.0,-0.0,"outer form ours; overlay on the welded quarter, inner face provisional as P09. Carries a 30 mm TRIM ALLOWANCE past the rear shut line (overlaps P09).",03_PRINT/shape_only/P15_REAR_HAUNCH_L_s17.stl
P15,REAR_HAUNCH_L,s18,140.0,231.1,21.8,yes,1,yes,-0.0,-0.0,-0.0,0.0,0.0,680.7,"outer form ours; overlay on the welded quarter, inner face provisional as P09. Carries a 30 mm TRIM ALLOWANCE past the rear shut line (overlaps P09).",03_PRINT/shape_only/P15_REAR_HAUNCH_L_s18.stl
P15,REAR_HAUNCH_L,s19,179.1,36.2,28.4,yes,1,yes,-0.0,-0.0,-0.0,0.0,0.0,871.6,"outer form ours; overlay on the welded quarter, inner face provisional as P09. Carries a 30 mm TRIM ALLOWANCE past the rear shut line (overlaps P09).",03_PRINT/shape_only/P15_REAR_HAUNCH_L_s19.stl
P15,REAR_HAUNCH_L,s19b,13.1,15.6,7.0,yes,1,yes,0.0,-90.0,0.0,-1860.1,0.0,-0.0,"outer form ours; overlay on the welded quarter, inner face provisional as P09. Carries a 30 mm TRIM ALLOWANCE past the rear shut line (overlaps P09).",03_PRINT/shape_only/P15_REAR_HAUNCH_L_s19b.stl
P15,REAR_HAUNCH_L,s20,293.6,233.5,202.9,yes,1,yes,-0.0,-0.0,-0.0,0.0,0.0,697.1,"outer form ours; overlay on the welded quarter, inner face provisional as P09. Carries a 30 mm TRIM ALLOWANCE past the rear shut line (overlaps P09).",03_PRINT/shape_only/P15_REAR_HAUNCH_L_s20.stl
P15,REAR_HAUNCH_L,s20b,14.0,17.4,7.4,yes,1,yes,0.0,-90.0,0.0,-1860.1,0.0,-0.0,"outer form ours; overlay on the welded quarter, inner face provisional as P09. Carries a 30 mm TRIM ALLOWANCE past the rear shut line (overlaps P09).",03_PRINT/shape_only/P15_REAR_HAUNCH_L_s20b.stl
P15,REAR_HAUNCH_L,s21,72.3,251.4,14.3,yes,1,yes,-0.0,-0.0,-0.0,0.0,0.0,885.7,"outer form ours; overlay on the welded quarter, inner face provisional as P09. Carries a 30 mm TRIM ALLOWANCE past the rear shut line (overlaps P09).",03_PRINT/shape_only/P15_REAR_HAUNCH_L_s21.stl
P15,REAR_HAUNCH_L,s22,22.9,251.3,14.3,yes,1,yes,-0.0,-0.0,-0.0,0.0,0.0,891.3,"outer form ours; overlay on the welded quarter, inner face provisional as P09. Carries a 30 mm TRIM ALLOWANCE past the rear shut line (overlaps P09).",03_PRINT/shape_only/P15_REAR_HAUNCH_L_s22.stl
P15,REAR_HAUNCH_L,s23,147.1,249.2,39.7,yes,1,yes,-0.0,-0.0,-0.0,0.0,0.0,869.2,"outer form ours; overlay on the welded quarter, inner face provisional as P09. Carries a 30 mm TRIM ALLOWANCE past the rear shut line (overlaps P09).",03_PRINT/shape_only/P15_REAR_HAUNCH_L_s23.stl
P15,REAR_HAUNCH_L,s23b,47.2,16.3,14.4,yes,1,yes,-90.0,-0.0,-0.0,0.0,699.4,-0.0,"outer form ours; overlay on the welded quarter, inner face provisional as P09. Carries a 30 mm TRIM ALLOWANCE past the rear shut line (overlaps P09).",03_PRINT/shape_only/P15_REAR_HAUNCH_L_s23b.stl
P15,REAR_HAUNCH_L,s23c,35.8,15.0,14.4,yes,1,yes,-90.0,-0.0,-0.0,0.0,699.6,-0.0,"outer form ours; overlay on the welded quarter, inner face provisional as P09. Carries a 30 mm TRIM ALLOWANCE past the rear shut line (overlaps P09).",03_PRINT/shape_only/P15_REAR_HAUNCH_L_s23c.stl
P15,REAR_HAUNCH_L,s23d,67.5,21.1,14.4,yes,1,yes,-90.0,-0.0,-0.0,0.0,699.5,-0.0,"outer form ours; overlay on the welded quarter, inner face provisional as P09. Carries a 30 mm TRIM ALLOWANCE past the rear shut line (overlaps P09).",03_PRINT/shape_only/P15_REAR_HAUNCH_L_s23d.stl
P15,REAR_HAUNCH_L,s24,180.4,309.5,128.8,yes,1,yes,-90.0,-0.0,-0.0,0.0,782.1,-0.0,"outer form ours; overlay on the welded quarter, inner face provisional as P09. Carries a 30 mm TRIM ALLOWANCE past the rear shut line (overlaps P09).",03_PRINT/shape_only/P15_REAR_HAUNCH_L_s24.stl
P15,REAR_HAUNCH_L,s24b,46.9,20.1,8.1,yes,1,yes,-90.0,-0.0,-0.0,0.0,902.5,-0.0,"outer form ours; overlay on the welded quarter, inner face provisional as P09. Carries a 30 mm TRIM ALLOWANCE past the rear shut line (overlaps P09).",03_PRINT/shape_only/P15_REAR_HAUNCH_L_s24b.stl
P15,REAR_HAUNCH_L,s24c,32.4,9.7,7.3,yes,1,yes,-180.0,-0.0,-0.0,0.0,-0.0,639.3,"outer form ours; overlay on the welded quarter, inner face provisional as P09. Carries a 30 mm TRIM ALLOWANCE past the rear shut line (overlaps P09).",03_PRINT/shape_only/P15_REAR_HAUNCH_L_s24c.stl
P15,REAR_HAUNCH_L,s25,280.3,272.7,219.3,yes,1,yes,-90.0,-0.0,-0.0,0.0,692.0,-0.0,"outer form ours; overlay on the welded quarter, inner face provisional as P09. Carries a 30 mm TRIM ALLOWANCE past the rear shut line (overlaps P09).",03_PRINT/shape_only/P15_REAR_HAUNCH_L_s25.stl
P16,REAR_HAUNCH_R,s01,301.0,221.7,96.1,yes,1,yes,90.0,-0.0,0.0,0.0,-615.6,-0.0,"mirror of P15, same note",03_PRINT/shape_only/P16_REAR_HAUNCH_R_s01.stl
P16,REAR_HAUNCH_R,s02,68.1,41.4,14.1,yes,1,yes,90.0,-0.0,0.0,0.0,-696.2,-0.0,"mirror of P15, same note",03_PRINT/shape_only/P16_REAR_HAUNCH_R_s02.stl
P16,REAR_HAUNCH_R,s03,300.1,301.7,159.0,yes,1,yes,90.0,-0.0,0.0,0.0,-765.9,-0.0,"mirror of P15, same note",03_PRINT/shape_only/P16_REAR_HAUNCH_R_s03.stl
P16,REAR_HAUNCH_R,s03b,69.5,67.7,18.2,yes,1,yes,-0.0,-0.0,-0.0,0.0,0.0,618.1,"mirror of P15, same note",03_PRINT/shape_only/P16_REAR_HAUNCH_R_s03b.stl
P16,REAR_HAUNCH_R,s04,68.6,51.6,16.2,yes,1,yes,-0.0,-0.0,-0.0,0.0,0.0,620.6,"mirror of P15, same note",03_PRINT/shape_only/P16_REAR_HAUNCH_R_s04.stl
P16,REAR_HAUNCH_R,s05,68.9,69.7,13.8,yes,1,yes,-0.0,-0.0,-0.0,0.0,0.0,622.7,"mirror of P15, same note",03_PRINT/shape_only/P16_REAR_HAUNCH_R_s05.stl
P16,REAR_HAUNCH_R,s06,65.1,28.2,15.8,yes,1,yes,-0.0,-0.0,-0.0,0.0,0.0,621.4,"mirror of P15, same note",03_PRINT/shape_only/P16_REAR_HAUNCH_R_s06.stl
P16,REAR_HAUNCH_R,s07,20.2,17.0,13.1,yes,1,yes,90.0,-0.0,0.0,0.0,-909.9,-0.0,"mirror of P15, same note",03_PRINT/shape_only/P16_REAR_HAUNCH_R_s07.stl
P16,REAR_HAUNCH_R,s08,68.0,59.4,7.6,yes,1,yes,-0.0,-0.0,-0.0,0.0,0.0,628.6,"mirror of P15, same note",03_PRINT/shape_only/P16_REAR_HAUNCH_R_s08.stl
P16,REAR_HAUNCH_R,s09,301.0,281.3,235.9,yes,1,yes,90.0,-0.0,0.0,0.0,-687.9,-0.0,"mirror of P15, same note",03_PRINT/shape_only/P16_REAR_HAUNCH_R_s09.stl
